KW10,KW35,KW29,KW25,developer_data_pull_requests_merged,KW30,KW3,KW1,KW9,KW13,KW2,KW17
0.003284644555273096,0.002012671604248252,0.0026632313010055393,0.003000204405040757,28.0,0.0023526725724712675,0.004672610182036967,0.006019061769509662,0.003268016605222265,0.0034646571224195982,0.005119072446714539,0.0019572477668739906
0.2379587885556005,0.1534983327381213,0.2389215820855612,0.33118881552514,1403.0,0.2333146489464076,0.3001124775605255,0.31652370286022136,0.2484049026668852,0.3016955783956708,0.2832672332183068,0.2738523613814914
0.002857089571852927,0.0009823537645584207,0.0010976915352806666,0.0022958567519834943,451.0,0.0009886750104156456,0.0028126089955391315,0.0023407200351410608,0.003350004935853751,0.002401332637348016,0.0017329331549346355,0.0020468488634000468
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0008870106032193045,0.0008870106032193045,0.0008870106032193045,0.0,0.0008870106032193045,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.040255449808294666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31089820332571266,3.47338e+16,2786130000000000.0,1.56459e+16,0.0,4252160000000000.0,0.0,0.0,6492380000000000.0,0.5705012967932476,0.0,0.7008793198035694
0.0,0.008251567035036687,0.03194419560666858,0.00910013834194929,0.0,0.005931009633954636,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7188521023883218,0.7377567969215516,0.7366843235092303,0.0,0.7305876985743331,0.7422688735927242,0.7329974432805223,0.0,0.0,0.7363628872891198,0.0
0.01569955616552423,0.01937033833766484,0.028490652028409183,0.02956814685826605,0.0,0.024123836274986883,0.029336493156554056,0.046415428254820375,0.014046250806327171,0.030158321092786617,0.02373551048407196,0.0182423152505578
0.694598956044917,0.09545545930979037,0.0893454996031118,0.1092790336510264,0.0,0.09262484538898287,0.2211033114507382,0.6410191962120289,0.7732009864277559,0.2438988921449307,0.19287553593005072,0.1874342333309231
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004869552694699975,0.004463948409446229,0.0,0.00086998597510195,0.0,0.0010076242923791699,0.0033638379903793442,0.0035442718398430596,0.0,0.005028432638699963,0.003401632327032185,0.0
0.0011634043652787233,0.0001877823536607482,0.00018931110869419642,0.00018456164665539018,0.0,0.00019403267295753482,0.0014065593857485279,0.001504572401342483,0.0010995513262337876,0.001156681164871262,0.0013591514871791836,0.0009885938869828826
0.0,0.0,0.0,0.0024800727192760604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.037385796102523856,0.02374643669373082,0.028177765807125606,0.027743932916104632,0.0,0.02837765469021253,0.0,0.0,0.033254353514306174,0.027527502224479958,0.0,0.0186771559003776
27800000000.0,277000000000.0,171000000000.0,26400000000.0,0.0,180000000000.0,0.0009045021347561024,0.0,566000000000.0,29700000000.0,0.0,149000000000.0
0.005308291700539842,0.0002846898799242786,0.0008507582727738481,0.0007674012513838664,0.0,0.000394998158796164,0.001337707212993314,0.001206560626329552,0.004541161046337816,0.0018933870280655265,0.0004328206231544064,0.0014078806208426846
0.0,2880000000.0,568000000.0,263000000.0,0.0,567000000.0,0.0,0.0,0.0,0.0,0.0,5480000000.0
0.0,0.0009878546460252075,0.0009878546460252075,0.0009878546460252075,0.0,0.0009878546460252075,0.0028836724958296238,0.001885250978639925,0.0,0.0,0.001809378897357545,0.0
0.0,8850000000.0,0.0,0.0,0.0,6150000000.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005600798173946438,0.0,0.00026629608945098,0.0005539009713968269,0.0,0.0002639371011137825,0.0006586301253920289,0.0010274921459034654,0.0006341031083105304,0.0,0.0008700038397049924,0.0016242958074453278
0.0,70900000000.0,0.00012649287361679142,0.000184765361266577,0.0,0.0001351115112190634,0.0,0.0,0.0,0.0,0.0,0.0
