KW33,market_data_current_price_usd,market_data_ath_usd,market_data_circulating_supply,KW39,developer_data_total_issues,market_data_high_24h_usd,KW19,developer_data_subscribers,KW38,market_data_total_supply,KW1,KW21,developer_data_closed_issues,KW25,KW15,developer_data_stars,KW5,community_data_twitter_followers,KW17,KW11,KW27,KW23,KW28,KW3,KW32,developer_data_forks,KW13,KW18,KW34
0.0021200694938956427,0.00167661,0.03418169,86277000000000.0,0.001778674696301052,0.0,0.00168653,0.0024945855171105767,6.0,0.0021662825358147323,65658824.0,0.006019061769509662,0.004554956056967425,0,0.003000204405040757,0.003115913100550864,10.0,0.0034258341911065,411.0,0.0019572477668739906,0.003229310748372128,0.0028021273317381298,0.003354341808247417,0.003129060344512641,0.004672610182036967,0.002808322880574077,9.0,0.0034646571224195982,0.0023875070886875435,0.001355550652369834
0.1739528088194773,0.23156100000000002,43587.0,6008030000000000.0,0.21794407055321546,0.0,0.232567,0.2556365667764375,89.0,0.22629107696617964,1000000000.0,0.31652370286022136,0.31307275906101345,0,0.33118881552514,0.3202039799521784,1131.0,0.25183781639673675,151168.0,0.2738523613814914,0.2636505427689533,0.2906022292671107,0.3255313445473564,0.25800668193797194,0.3001124775605255,0.1902118244838738,357.0,0.3016955783956708,0.2836338959931177,0.1768360401100923
0.0009140279072363043,0.00071736,0.04374969,440000000.0,0.0007445952388706128,0.0,0.00076416,0.002077448381967968,16.0,0.0009500823096029533,500000000.0,0.0023407200351410608,0.002112969411494599,0,0.0022958567519834943,0.002412148399175982,149.0,0.0025853178645235844,11868.0,0.0020468488634000468,0.0027705410460747157,0.002020738341744871,0.0010300157019298586,0.0014887587394447359,0.0028126089955391315,0.0009794145108587154,29.0,0.002401332637348016,0.0022587440352151863,0.0010816327234427858
0.0,0.03360274,43505.0,0.0,0.046199074041999764,0.0,0.03373354,0.0,0.0,0.0,5000000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0008870106032193045,0.00088701,0.03084309,0.0,0.0008870106032193045,0.0,0.00088701,0.0,0.0,0.0008870106032193045,10000000.0,0.0,0.0,0,0.0008870106032193045,0.0,0.0,0.0,1335.0,0.0,0.0,0.0008870106032193045,0.0008870106032193045,0.0008870106032193045,0.0,0.0008870106032193045,0.0,0.0,0.0,0.0008870106032193045
0.0,0.01345523,0.129215,0.0,0.012809985128591904,0.0,0.01398773,0.0,0.0,0.0207247406092896,5000000000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12921490001775712
2.52042e+16,0.9271940000000001,17.37,0.0,0.9102359040685404,0.0,0.988232,0.8823091436189727,0.0,1.04514e+16,100000000.0,0.0,1189200000000000.0,0,1.56459e+16,0.4423302351328207,0.0,0.0,9117.0,0.7008793198035694,0.3105006068424156,2476300000000000.0,1.32034e+16,3.29158e+16,0.0,8603400000000000.0,0.0,0.5705012967932476,0.8070529565317068,2.43091e+16
0.015222751828888947,0.01341833,0.06802799999999999,0.0,0.010547609503757105,0.0,0.01894769,0.0,0.0,0.05597489005422985,1000000.0,0.0,0.0,0,0.00910013834194929,0.0,0.0,0.0,3421.0,0.0,0.0,0.043015704201020785,0.006393893963151048,0.01057250557442763,0.0,0.012161319577335074,0.0,0.0,0.0,0.013253873320436205
0.7220957486710091,0.719827,0.9719620000000001,23795590465.0,0.7211878410641643,0.0,0.731935,0.0,0.0,0.7185677175723814,22227000.0,0.7329974432805223,0.7226018691678457,0,0.7366843235092303,0.0,0.0,0.7395136379677488,1004.0,0.0,0.0,0.7375308734907994,0.7361919425471386,0.7378241824362017,0.7422688735927242,0.7299407146440682,0.0,0.0,0.0,0.7181038169741155
0.028411216106846108,0.03035806,0.622159,20981449.9,0.031003578776593863,0.0,0.03241351,0.021260196590968915,1.0,0.030579542218789495,37219452.0,0.046415428254820375,0.020736355493356083,0,0.02956814685826605,0.025243322064978816,1.0,0.017411055832477446,6032.0,0.0182423152505578,0.022961756788841662,0.04491028571482837,0.02063208744345536,0.033514554472069906,0.029336493156554056,0.025755437484154202,0.0,0.030158321092786617,0.0182574450261354,0.01841041010079469
