KW26,market_data_low_24h_usd,KW2,KW1,KW27
0.002524197652796289,0.00167661,0.005119072446714539,0.006019061769509662,0.0028021273317381298
0.3181678058482811,0.194051,0.2832672332183068,0.31652370286022136,0.2906022292671107
0.0018260581597973047,0.00071442,0.0017329331549346355,0.0023407200351410608,0.002020738341744871
0.0,0.02113976,0.0,0.0,0.0
0.0008870106032193045,0.00088701,0.0,0.0,0.0008870106032193045
0.0,0.01279571,0.0,0.0,0.0
2053380000000000.0,0.8413280000000001,0.0,0.0,2476300000000000.0
0.039642834433435116,0.01332844,0.0,0.0,0.043015704201020785
0.7415425975532152,0.71163,0.7363628872891198,0.7329974432805223,0.7375308734907994
0.046325839014968125,0.02612508,0.02373551048407196,0.046415428254820375,0.04491028571482837
0.12174873649068145,0.04999076,0.19287553593005072,0.6410191962120289,0.10315383466586917
0.0,0.01229112,0.0,0.0,0.0
0.0,0.00494561,0.003401632327032185,0.0035442718398430596,0.00086998597510195
0.0,0.0666,0.0013591514871791836,0.001504572401342483,0.00023852332601057797
0.0024800727192760604,0.100861,0.0,0.0,0.0024800727192760604
0.0,7e-07,0.0,0.0,0.0
0.026898451585394324,0.02477204,0.0,0.0,0.02784362114773983
251000000000.0,2.3100000000000002e-05,0.0,0.0,23500000000.0
0.000856624510331688,0.00024912,0.0004328206231544064,0.001206560626329552,0.00117140489751849
14500000000.0,1.8e-07,0.0,0.0,10200000000.0
0.0009878546460252075,0.00098785,0.001809378897357545,0.001885250978639925,0.0
0.0,8.38e-06,0.0,0.0,0.0
0.0003755420548407362,0.00023199,0.0008700038397049924,0.0010274921459034654,0.0
0.00015375628772933025,0.0552,0.0,0.0,0.00014651011041147088
25200000.0,0.0,75000000.0,101000000.0,1960000.0
0.0,2e-08,0.0,0.0,0.0
0.0,0.00066665,0.0,0.0,0.0
0.11022510886914567,0.07572999999999999,0.0,0.0,0.12786190106762732
0.010448386197332078,0.01044839,0.0,0.0,0.010448386197332078
0.0,0.00083377,0.0,0.0,0.0
0.0,0.0294,0.0,0.0,0.0
0.0,0.00878722,0.0,0.0,0.0
0.054914275230607934,0.04169838,0.0913978502906794,0.13271646226153286,0.05399334663071252
0.0,0.00827393,0.0,0.0,0.0
0.0,0.0826,0.0,0.0,0.0
0.0002854759469871965,0.0792,0.00031650620540848437,0.00034869268617011503,0.0002522438882587236
0.0,0.00272471,0.012543688812946178,0.014343994013211694,0.0014614823889441712
0.015748787298104725,0.00230096,0.0,0.0,0.0165122844328627
0.004733071318583894,0.00228939,0.017077475172791408,0.023533128016689067,0.005565614354802892
71000000000.0,0.0173,0.0003824039158947609,0.0009727144814155668,22800000000.0
0.0028467072082141607,0.00126985,0.001699296731489816,0.003723628594188953,0.0029324146093976174
0.01855353858043472,0.03223549,0.0,0.0,0.02303701909216505
0.0,0.0348,0.0,0.0,0.0
0.003677423319772011,0.00260756,0.015171306193518275,0.007846086694772506,0.003909055923689349
0.0,0.041461000000000005,0.016364928586811406,0.2117245125413316,0.0
0.0,0.00662268,0.01755992554014723,0.0,0.01780557906663885
0.0057738447039804896,0.00577384,0.0,0.0,0.0057738447039804896
0.011279573384806896,0.00713228,0.013479012365071395,0.02107922970259161,0.02794107669448872
0.02113503689627614,0.00743871,0.00655109563271723,0.007276093663355753,0.021953688906763847
0.011733900701867642,0.02612257,0.0059985453631464895,0.005467778724285839,0.011733900701867642
0.02823061442771925,0.00101072,0.004153179023794374,0.005071048549261018,0.029897372025492943
0.0,0.00030061,0.0,0.0,0.00059191033153107
1308040000000000.0,31382.0,0.0,0.0,1.31774e+16
0.02035808160795027,0.03600064,0.03608830611561319,0.02918850385157081,0.014488175336960753
294000000000.0,4.33e-05,72300000000.0,99000000000.0,35200000000.0
32100000000.0,0.0321,3970000000.0,47800000000.0,32100000000.0
0.0,0.00244393,0.0026915336657446377,0.002780899402998505,0.0
0.0263983072857376,0.00799558,0.0,0.0,0.028729229249662317
0.0013968834023818195,0.00038059,0.001046425974014945,0.0011356150222625564,0.001091485166273373
0.0,0.10054400000000001,0.0,0.0,0.0
0.0009459759614304713,0.00094598,0.0,0.0,0.0009459759614304713
0.007059101547971593,0.00283525,0.014975728102419154,0.04114363998573465,0.007283855911600775
0.001900679507147472,0.00025124,0.0014125340432995296,0.0021494036444320874,0.0021109255599744
0.000361994806371998,0.00036199,0.0,0.0,0.000361994806371998
0.134544869759652,0.059213,0.09249854317447348,0.10689799622132597,0.12707566682100432
0.4290179150612578,0.6055699999999999,0.0,0.0,0.4572601304133004
0.00033065722572500096,0.0814,0.0,0.0,0.00106098721897896
0.0010219533894025926,0.00073937,0.0006874930925179804,0.0007871388930952022,0.0013892129897153153
0.0,0.0706,7430000000.0,7430000000.0,0.0
0.0,0.00014951,0.0,0.0,0.0
0.0,0.00022688,0.0,0.0,0.0
0.0,0.00247477,0.0,0.0,0.0
0.24480243139776936,0.067064,0.048668706126207315,0.04977039306792619,0.2240927169274734
0.006796930862486391,0.00249949,0.005391607289481904,0.006265476749467173,0.006357034645116498
0.0005499471254485901,0.00016627,0.0005780107227129856,0.0007165136604390768,0.000354939835527516
0.0001377501959984103,0.00013775,0.0,0.0,0.0001377501959984103
0.0043827737102306525,0.00174528,0.0,0.00482672880488681,0.004893310111790241
0.0,0.00068628,0.0,0.0,0.0
0.0018999961967379692,0.00102791,0.0019047611789047023,0.0022427698327454385,0.001010802930485634
0.003109899431509849,0.0008282999999999999,0.004496821531863536,0.004419265834030787,0.003810570360172943
0.18948927040698302,0.066025,0.1032747454203142,0.11534679871246875,0.21741046278229115
0.03472153385384232,0.03397357,0.0,0.0,0.04153089105369257
0.1328961889949118,0.04036585,0.07588053860937054,0.08550565250321332,0.12966813513632647
0.0022410322917899763,0.00042552,0.0,0.0,0.001780939291725075
0.3943393127191993,0.149647,0.2411235033896369,0.26863077267720337,0.3889651225917675
0.0047666206843628225,0.01258097,0.0,0.0,0.0
0.03429487879957751,0.01118968,0.0,0.0,0.02347938234672743
0.4657896260523667,0.152009,0.365521392025932,0.3882652159666921,0.44999351150457373
0.0,0.55786,0.0,0.0,0.0
3320000000.0,8.35e-06,25300000000.0,64000000000.0,2370000000.0
0.03459236939457533,0.00993689,0.0,0.0,0.02418021813924966
0.0003552715688675693,0.0103,0.0,0.0,0.00014490833410855583
0.000336320586421554,0.0831,0.002601048252208435,0.0027904525903251873,0.00047413456459645197
0.0,0.081537,0.0,0.0,0.0
0.025538657207576643,0.04879542,0.009604597143065724,0.00929131838159987,0.0581992214212156
0.0,0.0839,0.0,0.0,0.0
